nbIndividus,nbColnes,nbNouveaux,nbGeneration,nbGenerationInjection,methodeMutAc,methodeSelection,cout,tempExecution
21,34,58,14,5,2,0,17.888544,5.006
30,19,71,22,8,2,0,21.659049,5.006
3,2,21,29,5,2,0,21.659049,5.006
20,83,61,10,5,1,1,21.659049,5.007
18,89,91,11,5,2,0,21.659049,5.009
19,11,19,12,5,1,0,17.888544,5.011
16,12,67,20,8,2,0,17.888544,5.014
11,86,75,24,12,0,1,21.659049,5.032
13,73,60,14,6,0,0,17.888544,5.006
11,3,26,23,8,1,0,21.659049,5.006
29,82,55,27,9,2,1,17.888544,5.006
13,15,98,12,6,2,1,21.659049,5.009
27,32,14,21,7,0,1,17.888544,5.01
5,43,64,19,5,0,1,17.888544,5.012
10,74,66,22,11,1,0,24.808145,5.033
25,6,44,12,5,2,0,21.659049,5.019
8,87,33,24,6,1,0,17.888544,5.006
25,58,70,20,7,0,1,17.888544,5.006
26,68,67,13,5,0,1,21.659049,5.009
7,54,27,14,6,1,1,24.808145,5.009
23,61,96,30,10,1,0,17.888544,5.017
3,5,66,16,8,0,0,24.808145,5.024
1,5,10,10,5,2,1,26.465,5.013
2,56,100,26,8,0,1,24.808145,5.011
18,91,46,29,12,0,0,17.888544,5.027
10,39,46,30,11,0,1,17.888544,5.026
25,79,45,14,7,2,0,21.659049,5.025
3,100,68,23,7,0,0,24.808145,5.026
14,63,63,11,5,0,0,17.888544,5.007
4,88,40,21,8,2,0,21.659049,5.009
9,73,80,30,13,2,0,21.659049,5.008
7,26,36,11,5,0,1,21.659049,5.007
19,13,9,27,9,0,0,17.888544,5.008
29,100,23,16,6,0,1,21.659049,5.008
12,95,73,29,14,1,1,17.888544,5.008
23,3,69,13,6,2,1,17.888544,5.008
30,24,56,29,7,1,0,21.659049,5.02
20,34,92,27,12,0,0,21.659049,5.015
14,95,67,16,8,0,1,21.659049,5.017
10,54,3,25,7,2,1,17.888544,5.021
21,44,71,13,6,1,1,17.888544,5.008
10,66,5,29,11,2,0,17.888544,5.007
10,61,16,25,12,1,1,17.888544,5.009
22,81,88,26,8,0,1,17.888544,5.009
12,48,87,11,5,0,0,21.659049,5.011
28,26,74,24,5,2,0,21.659049,5.011
2,31,31,30,7,1,1,28.57865,5.014
20,50,30,27,7,0,0,17.888544,5.017
22,36,4,12,6,0,1,21.659049,5.01
14,50,60,19,8,0,1,21.659049,5.01
12,43,7,30,11,1,1,21.659049,5.01
4,51,97,30,5,2,1,21.659049,5.01
27,16,5,13,5,1,1,21.659049,5.011
15,77,65,16,5,2,0,17.888544,5.013
30,56,22,20,10,0,1,17.888544,5.012
17,85,60,23,10,1,1,17.888544,5.012
11,88,19,10,5,1,0,17.888544,5.022
3,74,7,29,10,0,0,21.659049,5.022
9,8,55,19,8,0,0,21.659049,5.022
14,44,47,25,11,2,1,17.888544,5.022
29,50,84,19,5,2,0,21.659049,5.006
5,74,100,10,5,0,0,21.659049,5.007
11,75,85,12,5,2,1,21.659049,5.006
26,28,92,13,5,2,1,21.659049,5.007
18,5,81,12,6,1,1,17.888544,5.009
30,81,59,25,7,1,0,17.888544,5.01
24,46,45,25,8,1,0,17.888544,5.01
29,44,53,25,8,1,0,17.888544,5.01
13,100,96,15,5,0,1,17.888544,5.007
15,23,84,19,9,1,1,21.659049,5.023
1,70,30,13,5,2,1,27.957242,5.01
27,3,11,10,5,2,0,21.659049,5.012
20,60,6,21,7,1,1,17.888544,5.007
5,66,60,15,7,0,1,26.465,5.007
7,76,13,22,9,1,0,17.888544,5.008
30,89,68,12,5,2,1,17.888544,5.009
29,67,91,26,12,0,1,17.888544,5.017
27,93,48,23,6,1,0,17.888544,5.015
27,92,91,19,6,0,1,17.888544,5.029
29,26,51,30,15,1,1,17.888544,5.03
29,65,38,21,6,1,1,17.888544,5.029
16,86,4,29,7,0,0,21.659049,5.031
29,32,78,16,5,2,1,17.888544,5.031
12,23,77,29,6,0,1,21.659049,5.029
1,70,42,14,7,1,1,37.404533,5.009
5,35,63,26,12,2,1,17.888544,5.023
21,16,56,20,6,0,0,21.659049,5.008
26,99,92,28,10,0,0,21.659049,5.008
9,11,53,28,9,0,1,21.659049,5.006
5,18,87,21,5,1,1,24.808145,5.007
28,84,71,27,9,1,0,17.888544,5.007
22,54,4,15,7,0,0,17.888544,5.007
11,94,64,14,6,0,0,24.808145,5.006
12,78,56,10,5,1,1,17.888544,5.019
25,83,4,23,10,2,1,17.888544,5.006
27,51,25,11,5,1,1,17.888544,5.008
7,74,99,12,6,2,1,17.888544,5.005
25,99,42,14,7,1,0,21.659049,5.005
11,70,61,23,9,0,1,21.659049,5.006
15,2,30,10,5,0,1,21.659049,5.01
4,91,8,17,8,1,0,24.808145,5.007
2,14,89,22,10,1,0,24.808145,5.02
26,84,96,14,6,1,0,21.659049,5.009
6,82,11,25,11,1,0,17.888544,5.01
26,47,59,26,8,2,0,17.888544,5.047
9,37,86,23,9,0,0,21.659049,5.048
10,45,24,28,5,2,1,17.888544,5.02
30,69,42,27,10,2,1,17.888544,5.054
11,27,28,28,11,1,0,17.888544,5.025
27,91,38,16,6,2,0,17.888544,5.054
13,90,94,27,13,1,1,17.888544,5.057
30,11,97,11,5,0,0,21.659049,5.054
10,6,58,20,8,2,1,24.186737,5.007
6,4,75,17,7,1,0,24.186737,5.007
1,56,79,30,7,0,1,28.843767,5.007
22,65,67,28,5,2,0,17.888544,5.008
9,94,34,26,6,1,1,21.659049,5.01
9,94,63,30,9,0,0,21.659049,5.02
21,65,62,11,5,1,0,21.659049,5.026
30,6,36,29,5,1,0,17.888544,5.014
26,94,64,17,5,1,1,17.888544,5.017
13,57,61,15,5,2,0,17.888544,5.017
16,93,23,19,8,2,0,21.659049,5.013
29,91,49,17,6,2,0,21.659049,5.019
16,7,64,16,5,2,0,21.659049,5.036
26,66,50,30,5,0,1,17.888544,5.036
4,20,98,19,6,2,0,24.808145,5.015
29,86,32,21,7,2,1,17.888544,5.008
17,11,4,14,5,2,1,21.659049,5.006
5,69,44,13,5,0,0,21.659049,5.009
9,12,64,13,6,2,1,24.808145,5.009
17,36,48,17,7,0,1,17.888544,5.008
23,70,48,12,5,2,1,17.888544,5.009
3,34,45,30,6,1,0,21.659049,5.01
14,30,39,22,7,2,1,17.888544,5.013
21,94,9,20,6,0,1,17.888544,5.014
27,80,35,11,5,0,1,24.186737,5.008
5,89,56,11,5,2,1,24.186737,5.006
3,27,74,19,7,0,0,26.465,5.009
26,22,27,29,12,2,0,17.888544,5.007
21,17,59,22,5,0,1,17.888544,5.009
10,96,33,28,12,0,1,17.888544,5.013
24,7,6,16,8,0,0,21.659049,5.011
12,52,96,22,9,0,1,21.659049,5.007
10,21,79,24,8,2,0,21.659049,5.009
23,91,41,27,6,2,0,17.888544,5.012
22,31,52,18,7,1,1,21.659049,5.011
17,88,12,29,8,2,0,17.888544,5.01
23,60,95,30,6,2,0,17.888544,5.011
5,35,9,13,6,2,1,21.659049,5.007
22,65,24,29,5,2,1,17.888544,5.019
6,2,93,22,9,0,1,25.429553,5.024
28,52,36,12,6,1,1,17.888544,5.016
13,9,37,15,6,0,0,17.888544,5.016
18,25,16,27,6,1,0,17.888544,5.017
24,25,47,21,5,1,0,17.888544,5.007
1,78,75,10,5,2,1,25.429553,5.013
21,60,80,15,5,2,1,21.659049,5.017
23,26,58,16,6,1,0,21.659049,5.016
4,88,44,22,8,0,1,24.808145,5.012
11,31,35,11,5,2,0,21.659049,5.046
29,27,61,15,7,2,1,21.659049,5.045
12,79,67,17,7,2,1,21.659049,5.045
9,38,77,21,10,2,0,21.659049,5.026
24,78,69,10,5,0,1,21.659049,5.02
15,67,50,18,7,0,0,21.659049,5.03
15,95,7,21,6,2,1,17.888544,5.018
3,99,14,21,10,2,0,26.465,5.007
25,3,8,18,9,0,1,21.659049,5.008
11,7,98,21,5,1,0,25.429553,5.009
9,73,41,26,9,2,0,17.888544,5.009
10,52,64,29,9,0,0,21.659049,5.008
13,41,64,16,6,2,1,17.888544,5.009
21,29,8,22,5,2,1,17.888544,5.009
25,54,22,10,5,2,0,21.659049,5.028
25,57,82,10,5,2,0,21.659049,5.023
9,6,100,30,10,1,1,24.186737,5.007
7,86,38,25,10,1,0,21.659049,5.011
5,89,41,25,7,1,0,21.659049,5.012
29,40,27,14,5,1,1,17.888544,5.011
6,32,60,20,5,0,0,17.888544,5.011
23,32,74,18,9,1,0,17.888544,5.011
16,81,55,27,5,0,0,17.888544,5.021
30,86,20,20,6,0,1,17.888544,5.022
8,90,37,12,6,2,1,24.186737,5.025
18,34,79,12,6,1,1,21.659049,5.026
12,23,6,21,8,2,0,21.659049,5.025
7,62,21,22,7,0,0,21.659049,5.026
25,30,20,19,7,0,1,21.659049,5.029
22,28,52,19,6,0,0,21.659049,5.034
20,30,87,28,6,1,1,21.659049,5.016
22,32,98,13,5,2,0,21.659049,5.016
18,25,55,21,7,1,1,17.888544,5.006
29,54,61,15,5,1,1,17.888544,5.006
2,85,59,15,5,1,0,21.659049,5.007
22,79,51,30,8,2,1,21.659049,5.007
22,25,49,20,10,1,0,24.186737,5.009
30,61,70,29,12,2,0,17.888544,5.008
12,8,5,11,5,0,1,24.186737,5.009
8,66,44,25,7,1,0,17.888544,5.026
5,49,31,20,8,0,0,21.659049,5.007
2,31,59,14,5,1,0,27.957242,5.007
30,72,53,11,5,1,1,21.659049,5.007
22,89,60,21,10,0,1,21.659049,5.007
4,71,84,12,6,2,0,24.186737,5.01
23,36,71,28,7,1,1,17.888544,5.01
23,68,32,17,6,2,1,21.659049,5.012
14,67,74,18,8,0,1,21.659049,5.011
23,78,2,20,8,1,1,17.888544,5.025
11,35,84,19,9,0,1,21.659049,5.018
12,95,72,20,5,0,0,21.659049,5.027
6,86,78,29,7,1,0,24.808145,5.026
26,12,30,10,5,0,0,21.659049,5.027
17,34,22,14,5,1,1,17.888544,5.008
9,23,88,20,6,1,0,17.888544,5.009
2,65,22,15,5,1,0,26.565505,5.009
17,62,45,14,7,2,0,17.888544,5.02
2,75,2,24,7,1,0,26.465,5.028
26,91,50,13,5,1,0,17.888544,5.03
11,50,94,27,12,2,1,17.888544,5.031
9,61,4,29,14,0,1,21.659049,5.022
24,25,96,29,11,2,0,17.888544,5.034
24,16,70,23,11,1,0,21.659049,5.027
13,94,26,29,11,2,0,21.659049,5.036
16,67,20,12,6,2,1,17.888544,5.005
17,85,9,17,6,2,1,17.888544,5.005
30,52,60,23,5,2,0,17.888544,5.005
25,89,76,10,5,0,1,21.659049,5.02
24,81,34,20,9,1,1,17.888544,5.018
13,82,55,11,5,2,0,21.659049,5.02
13,46,28,20,5,0,0,17.888544,5.036
12,64,89,16,6,0,0,21.659049,5.05
9,59,89,24,11,1,0,21.659049,5.014
26,36,49,14,6,1,1,17.888544,5.025
13,23,8,19,5,2,0,21.659049,5.028
17,32,36,29,11,1,1,17.888544,5.049
29,25,13,25,8,1,1,17.888544,5.03
18,25,28,15,7,0,1,17.888544,5.051
22,99,52,14,6,2,1,17.888544,5.021
4,3,79,20,10,2,1,21.659049,5.07
10,23,10,10,5,0,0,24.808145,5.017
18,30,49,18,6,0,1,17.888544,5.017
30,21,18,14,6,0,0,21.659049,5.018
9,36,26,24,7,2,0,21.659049,5.016
23,20,56,15,7,2,0,24.186737,5.023
25,2,33,16,7,2,1,24.186737,5.025
17,78,40,16,6,0,1,21.659049,5.016
2,73,39,15,7,0,0,21.659049,5.017
3,11,83,12,6,1,0,27.957242,5.006
12,3,83,10,5,1,0,24.808145,5.006
6,18,100,20,7,1,0,24.808145,5.005
24,93,85,10,5,1,1,21.659049,5.01
29,93,13,27,10,2,0,17.888544,5.023
22,70,16,20,6,1,0,21.659049,5.006
4,33,16,13,5,0,1,27.086408,5.023
14,6,100,23,8,2,0,24.186737,5.015
4,45,61,23,8,0,0,24.186737,5.01
11,76,73,17,8,0,0,24.808145,5.013
1,20,4,10,5,1,0,26.465,5.015
24,31,67,28,12,1,1,17.888544,5.01
18,11,40,30,10,0,1,17.888544,5.01
9,23,25,21,10,1,1,17.888544,5.012
6,44,98,14,7,2,1,24.808145,5.011
18,80,35,18,8,1,0,17.888544,5.018
30,33,49,22,7,2,0,17.888544,5.011
13,64,97,21,7,0,0,24.186737,5.007
7,85,17,11,5,2,1,21.659049,5.007
26,82,55,23,6,0,0,21.659049,5.009
8,29,57,29,8,2,0,17.888544,5.01
10,8,23,20,10,0,1,21.659049,5.009
6,64,50,17,8,2,0,24.186737,5.014
1,27,40,12,5,0,1,29.200058,5.014
22,81,52,16,7,2,0,17.888544,5.032
7,80,23,20,7,2,0,17.888544,5.032
1,90,26,24,11,0,0,26.465,5.031
7,10,75,16,7,0,1,25.429553,5.009
17,45,61,28,8,1,1,21.659049,5.035
6,76,6,21,9,0,0,24.186737,5.011
18,92,64,30,9,0,0,17.888544,5.016
28,96,64,22,9,2,1,17.888544,5.022
16,77,71,13,5,1,0,21.659049,5.006
14,70,82,18,6,0,1,24.808145,5.006
13,38,22,22,6,1,0,21.659049,5.007
4,92,8,27,9,1,0,17.888544,5.009
2,38,69,16,5,0,0,21.659049,5.013
30,5,39,19,5,1,1,21.659049,5.029
26,100,7,21,5,2,1,17.888544,5.015
9,34,31,11,5,1,1,24.808145,5.021
21,78,63,10,5,0,1,21.659049,5.007
10,24,12,25,7,0,0,17.888544,5.008
30,19,12,30,15,1,0,17.888544,5.01
8,21,96,15,7,0,1,25.073262,5.01
17,65,35,23,10,2,0,21.659049,5.017
22,5,26,17,7,2,0,21.659049,5.015
11,44,64,15,6,1,1,24.808145,5.009
1,8,82,20,5,1,0,27.957242,5.013
13,77,56,14,5,0,0,21.659049,5.007
6,40,57,29,12,2,1,24.186737,5.008
16,68,89,14,7,0,0,17.888544,5.005
13,76,40,30,14,0,0,17.888544,5.006
2,77,44,28,8,2,0,21.659049,5.011
25,25,61,13,6,2,1,21.659049,5.009
17,73,47,20,6,2,0,17.888544,5.01
20,26,27,29,8,1,0,17.888544,5.01
25,80,85,29,5,2,1,17.888544,5.01
5,24,63,10,5,0,0,24.808145,5.012
3,44,95,11,5,2,0,24.186737,5.012
26,100,54,22,5,0,1,17.888544,5.009
28,2,19,19,5,1,0,21.659049,5.014
29,40,66,16,6,0,0,17.888544,5.009
1,85,22,30,12,2,0,27.957242,5.008
27,75,40,28,12,0,1,17.888544,5.023
12,79,17,20,8,1,0,21.659049,5.009
26,61,73,21,10,1,0,21.659049,5.009
4,10,46,16,7,1,0,24.186737,5.007
28,48,52,15,6,0,1,17.888544,5.009
6,26,36,11,5,2,1,24.808145,5.006
10,17,17,28,14,1,0,17.888544,5.007
27,33,92,28,6,0,0,21.659049,5.008
20,96,54,23,5,2,1,17.888544,5.007
5,49,50,24,10,0,1,21.659049,5.006
18,71,5,19,5,2,0,17.888544,5.007
14,58,88,22,10,1,0,21.659049,5.007
10,27,30,21,7,2,0,24.808145,5.007
19,64,67,15,5,0,0,24.186737,5.011
29,7,70,28,12,1,1,17.888544,5.006
4,84,88,15,6,2,0,24.808145,5.007
26,14,74,19,5,0,0,21.659049,5.031
30,5,8,29,9,2,0,17.888544,5.007
18,21,19,22,5,0,0,17.888544,5.05
3,7,31,12,6,2,1,27.957242,5.082
4,85,61,10,5,2,0,24.808145,5.082
23,13,82,24,8,2,0,21.659049,5.084
6,6,79,29,9,2,0,24.808145,5.058
23,89,51,20,9,0,0,17.888544,5.053
26,54,71,22,11,2,1,17.888544,5.09
7,72,10,30,9,2,1,17.888544,5.008
10,32,39,21,5,2,1,21.659049,5.007
16,72,69,20,8,0,1,17.888544,5.008
16,53,32,30,7,0,0,17.888544,5.008
6,23,90,30,8,2,1,24.186737,5.009
28,7,63,21,10,2,0,21.659049,5.011
18,74,31,11,5,1,0,24.808145,5.024
8,31,41,13,6,2,1,24.808145,5.019
10,67,8,22,5,2,0,17.888544,5.006
10,37,76,22,8,1,1,17.888544,5.006
1,16,76,22,11,1,0,27.335834,5.006
8,71,24,17,8,0,1,21.659049,5.008
15,69,5,24,5,2,0,21.659049,5.008
26,100,25,30,10,0,1,17.888544,5.007
6,31,85,15,7,0,1,24.186737,5.007
25,76,53,16,8,1,0,17.888544,5.025
14,74,31,13,5,2,0,24.186737,5.022
9,91,59,21,5,1,1,17.888544,5.022
19,26,34,23,5,0,1,17.888544,5.018
11,71,20,27,11,2,0,17.888544,5.02
5,3,7,25,9,2,1,24.808145,5.024
23,86,96,24,11,0,0,17.888544,5.009
26,88,89,16,6,0,0,21.659049,5.012
19,63,12,30,15,0,0,17.888544,5.026
26,13,75,12,6,0,1,17.888544,5.068
21,93,64,22,11,2,0,17.888544,5.068
11,47,54,21,5,0,1,17.888544,5.067
10,70,78,21,10,0,1,21.659049,5.068
29,88,42,10,5,1,1,21.659049,5.033
16,44,90,27,9,2,0,17.888544,5.035
11,77,31,29,7,0,1,21.659049,5.035
17,3,96,20,8,2,0,17.888544,5.035
1,46,56,16,5,0,0,28.57865,5.035
28,37,63,14,7,2,1,21.659049,5.036
18,52,72,14,7,0,0,21.659049,5.036
12,80,38,28,13,1,0,17.888544,5.037
9,91,77,22,8,1,1,17.888544,5.005
1,69,80,22,5,0,1,30.336009,5.007
28,4,97,22,10,2,1,17.888544,5.006
29,15,59,16,7,1,0,17.888544,5.011
11,25,80,23,10,2,1,17.888544,5.01
22,3,13,15,6,0,0,21.659049,5.011
24,73,96,10,5,1,0,21.659049,5.027
1,93,11,20,5,0,0,28.57865,5.026
25,70,79,20,6,1,1,17.888544,5.012
23,40,74,27,13,0,1,17.888544,5.012
12,13,82,10,5,2,1,24.186737,5.013
13,9,77,25,11,1,1,17.888544,5.008
29,58,48,21,8,0,0,21.659049,5.012
4,55,13,21,8,2,1,24.186737,5.013
2,10,67,18,5,2,0,26.565505,5.032
12,24,4,19,6,2,0,21.659049,5.015
14,67,37,12,6,1,0,21.659049,5.01
26,25,95,14,6,1,0,17.888544,5.011
3,3,92,22,9,0,0,24.808145,5.011
3,69,96,15,5,1,0,24.808145,5.011
28,63,67,27,7,0,1,17.888544,5.028
10,24,44,27,10,0,1,17.888544,5.013
23,98,52,22,10,2,1,17.888544,5.012
13,15,21,29,10,2,1,17.888544,5.014
12,99,70,29,8,2,1,21.659049,5.087
5,38,76,27,6,1,1,21.659049,5.088
5,90,59,18,5,2,0,17.888544,5.091
18,44,77,17,7,0,1,17.888544,5.063
24,3,51,29,9,2,0,21.659049,5.09
18,78,16,10,5,2,0,17.888544,5.07
28,61,85,17,8,1,0,17.888544,5.064
1,5,4,24,10,0,0,27.957242,5.069
21,96,80,12,6,0,1,17.888544,5.023
22,79,44,27,9,2,0,17.888544,5.025
15,68,87,24,6,2,0,21.659049,5.021
17,51,34,12,6,2,0,21.659049,5.024
22,13,6,28,6,2,0,17.888544,5.025
14,9,37,12,5,0,0,24.186737,5.026
20,71,14,10,5,1,1,17.888544,5.025
3,9,57,13,6,0,1,26.465,5.024
16,3,40,11,5,0,1,17.888544,5.034
3,27,53,17,6,0,0,24.186737,5.04
29,56,65,14,5,1,1,17.888544,5.04
6,44,39,13,6,1,0,21.659049,5.043
21,39,29,25,9,1,1,17.888544,5.045
19,10,83,14,7,0,0,21.659049,5.046
27,19,32,17,6,0,0,17.888544,5.048
22,72,50,12,5,1,0,17.888544,5.052
14,65,57,29,13,0,1,17.888544,5.009
23,34,78,10,5,0,1,17.888544,5.012
2,9,88,22,9,1,1,27.957242,5.011
16,70,73,15,7,2,1,17.888544,5.014
24,34,53,21,8,1,1,17.888544,5.01
4,69,39,16,8,0,1,26.465,5.025
19,97,4,23,8,1,0,17.888544,5.027
27,7,7,15,5,1,0,17.888544,5.037
22,6,94,24,7,1,0,17.888544,5.011
4,48,27,23,10,2,1,24.186737,5.012
26,83,64,16,8,1,1,17.888544,5.008
13,79,49,19,8,1,0,17.888544,5.007
13,65,29,20,8,0,1,21.659049,5.008
15,32,82,15,6,0,0,21.659049,5.018
12,87,36,27,7,2,1,17.888544,5.012
13,97,37,13,5,2,1,17.888544,5.028
27,47,88,17,5,1,0,21.659049,5.021
14,25,51,24,6,0,0,17.888544,5.024
11,16,70,18,7,2,0,21.659049,5.028
30,99,93,23,5,0,1,21.659049,5.029
15,8,60,25,9,2,1,21.659049,5.022
21,29,73,14,6,1,0,21.659049,5.013
24,50,25,27,11,2,0,17.888544,5.012
3,95,13,16,8,0,0,24.808145,5.019
4,97,89,11,5,2,0,21.659049,5.1
15,37,24,10,5,0,0,21.659049,5.075
19,24,5,16,6,2,0,21.659049,5.113
1,78,86,29,7,2,1,24.808145,5.114
15,70,92,11,5,1,1,21.659049,5.115
6,44,64,29,8,1,0,17.888544,5.124
13,9,34,14,6,2,1,24.186737,5.122
26,81,26,23,11,2,0,17.888544,5.107
27,71,29,28,5,2,0,17.888544,5.007
5,6,91,21,7,2,0,24.808145,5.006
25,10,2,17,6,2,1,21.659049,5.008
27,25,13,27,6,0,1,21.659049,5.008
28,50,28,11,5,0,0,17.888544,5.007
6,17,25,22,8,0,1,21.659049,5.006
16,86,90,22,9,0,0,21.659049,5.006
20,18,38,20,10,2,1,17.888544,5.006
24,25,43,10,5,1,0,21.659049,5.008
28,18,63,13,6,1,0,21.659049,5.011
29,93,3,10,5,1,0,17.888544,5.012
10,29,99,27,7,1,0,24.186737,5.027
9,20,46,12,5,2,0,21.659049,5.025
13,19,17,30,5,2,0,21.659049,5.023
30,9,74,16,5,2,1,17.888544,5.029
29,2,74,17,6,2,1,21.659049,5.029
25,84,8,13,5,1,1,17.888544,5.024
13,70,85,18,9,0,1,24.808145,5.032
14,44,2,24,11,2,0,21.659049,5.043
20,49,11,30,14,2,1,17.888544,5.05
24,66,17,16,6,1,1,17.888544,5.014
8,91,21,24,9,2,0,17.888544,5.014
27,73,31,23,9,1,1,17.888544,5.019
30,30,27,26,5,1,0,17.888544,5.017
22,90,88,29,11,2,1,17.888544,5.023
12,34,27,13,6,0,1,24.186737,5.007
30,76,76,21,10,2,0,17.888544,5.01
2,83,26,27,12,0,1,27.957242,5.01
10,90,42,30,10,1,1,17.888544,5.009
16,95,99,15,5,0,1,21.659049,5.013
6,49,4,14,5,2,1,21.659049,5.011
25,100,85,20,6,0,1,21.659049,5.011
10,4,94,17,6,1,1,21.659049,5.016
15,77,74,20,7,0,0,17.888544,5.017
10,90,100,26,7,2,1,17.888544,5.021
19,2,86,20,5,1,0,17.888544,5.021
5,57,12,11,5,2,1,21.659049,5.023
6,7,33,11,5,0,1,21.659049,5.024
11,11,72,16,5,0,1,17.888544,5.043
16,48,47,17,8,1,1,17.888544,5.044
18,43,36,18,8,0,0,17.888544,5.008
8,42,23,19,5,1,1,24.186737,5.01
26,2,74,13,6,0,1,21.659049,5.01
29,44,98,12,6,2,1,17.888544,5.01
16,20,8,20,8,0,1,21.659049,5.011
16,50,39,23,10,1,1,17.888544,5.057
22,9,67,24,8,1,1,17.888544,5.018
29,69,74,27,13,2,0,17.888544,5.031
